race,gender,age,job_title,state,city,zip_code,Salary
Asian,Female,40,Desktop Support Technician,New York,Port Washington,11054,"$235,510.57 "
Hispanic,Male,27,Account Executive,New York,New York City,10175,"$251,032.76 "
Hispanic,Female,52,Database Administrator,New York,New York City,10275,"$224,701.44 "
White,Male,22,Research Nurse,New York,New York City,10155,"$202,180.61 "
Hispanic,Female,47,Assistant Media Planner,New York,Schenectady,12305,"$212,753.57 "
White,Female,35,Physical Therapy Assistant,New York,Rochester,14646,"$298,431.67 "
White,Male,18,Web Designer,New York,Syracuse,13205,"$265,396.82 "
White,Male,31,Researcher,New York,Buffalo,14205,"$211,962.96 "
White,Female,41,Food Chemist,New York,New York City,10280,"$85,429.57 "
White,Male,26,Teacher,New York,Albany,12205,"$233,872.93 "
White,Male,37,Social Worker,New York,Staten Island,10310,"$116,446.56 "
White,Male,54,Speech Pathologist,New York,Rochester,14646,"$155,218.81 "
White,Male,33,Graphic Designer,New York,Brooklyn,11215,"$252,576.82 "
White,Female,31,Buget Analyst,New York,Buffalo,14215,"$248,108.70 "
White,Male,52,Account Coordinator,New York,New York City,10110,"$254,852.87 "
Black,Male,39,Professor,New York,White Plains,10606,"$117,085.23 "
White,Female,69,Help Desk Operator,New York,Brooklyn,11231,"$217,485.07 "
White,Male,53,Quality Control Specialist,New York,Elmira,14905,"$165,484.81 "
Black,Male,65,Information Systems Manager,New York,Flushing,11355,"$89,206.38 "
Hispanic,Male,55,Software Developer,New York,Buffalo,14210,"$215,747.74 "
White,Female,20,Graphic Designer,New York,Hicksville,11854,"$99,573.17 "
Hispanic,Female,40,Director of Sales,New York,New York City,10029,"$114,167.84 "
White,Male,56,Teacher,New York,Buffalo,14263,"$50,538.09 "
White,Male,59,Nanny,New York,New York City,10115,"$38,657.93 "
Black,Female,49,Nurse Practicioner,New York,New York City,10019,"$198,512.96 "
Hispanic,Male,21,Staff Scientist,New York,Brooklyn,11254,"$48,505.56 "
White,Female,61,Food Chemist,New York,Jamaica,11499,"$223,992.56 "
Asian,Male,51,Electrician,New York,Buffalo,14263,"$27,732.07 "
Hispanic,Male,47,Physical Therapy Assistant,New York,Albany,12255,"$79,228.10 "
Hispanic,Male,66,Marketing Assistant,New York,Jamaica,11436,"$235,179.97 "
White,Female,28,Technical Writer,New York,Elmira,14905,"$253,902.07 "
Black,Male,63,Research Associate,New York,Syracuse,13251,"$285,058.71 "
White,Male,28,Electrician,New York,New York City,10125,"$250,169.25 "
White,Female,35,Desktop Support Technician,New York,Jamaica,11499,"$32,262.15 "
Hispanic,Male,22,Community Outreach Specialist,New York,Brooklyn,11220,"$227,827.43 "
White,Female,48,Human Resources,New York,New York City,10009,"$257,130.45 "
White,Female,31,Help Desk Technician,New York,Jamaica,11470,"$296,241.37 "
Hispanic,Male,28,Legal Assistant,New York,Buffalo,14263,"$137,593.16 "
White,Male,60,Electrician,New York,Buffalo,14233,"$83,398.85 "
White,Female,27,Senior Developer,New York,Elmira,14905,"$277,772.84 "
Hispanic,Male,64,Registered Nurse,New York,New York City,10275,"$78,285.98 "
Hispanic,Male,24,Web Designer,New York,Schenectady,12305,"$263,063.04 "
Hispanic,Female,58,Software Developer,New York,Rochester,14683,"$69,489.46 "
White,Female,46,Financial Advisor,New York,Albany,12205,"$228,730.75 "
White,Female,62,Internal Auditor,New York,Buffalo,14210,"$132,216.88 "
Hispanic,Male,64,Senior Developer,New York,Albany,12210,"$214,201.22 "
Black,Male,26,Electrician,New York,Mount Vernon,10557,"$183,241.04 "
Black,Male,30,Electrician,New York,New York City,10019,"$296,451.71 "
Asian,Female,50,Researcher,New York,Jamaica,11470,"$146,291.75 "
Black,Male,66,Data Coordiator,New York,New York City,10260,"$154,227.20 "
Hispanic,Female,66,Business Systems Development Analyst,New York,New York City,10175,"$207,860.08 "
White,Female,53,Software Developer,New York,Staten Island,10305,"$44,491.56 "
Hispanic,Female,23,Human Resources,New York,Bronx,10464,"$40,106.88 "
Hispanic,Female,56,Librarian,New York,New York City,10099,"$119,854.55 "
White,Female,44,VP Sales,New York,Brooklyn,11225,"$253,092.99 "
White,Female,51,Electrician,New York,New York City,10090,"$75,284.95 "
White,Female,28,Research Nurse,New York,Albany,12205,"$210,843.74 "
White,Male,21,Executive Secretary,New York,Rochester,14604,"$34,635.32 "
White,Female,40,Accountant,New York,Rochester,14619,"$285,047.58 "
White,Female,30,Actuary,New York,Buffalo,14215,"$292,499.87 "
White,Male,56,Physical Therapy Assistant,New York,Albany,12247,"$123,971.21 "
White,Female,36,Electrician,New York,White Plains,10606,"$264,798.49 "
White,Male,59,Software Developer,New York,Jamaica,11436,"$150,471.86 "
Hispanic,Male,37,Business Systems Development Analyst,New York,Bronx,10469,"$84,556.18 "
White,Female,53,Actuary,New York,Buffalo,14276,"$65,775.18 "
White,Female,33,General Manager,New York,Buffalo,14210,"$224,541.19 "
White,Male,33,Assistant Media Planner,New York,New York City,10079,"$140,110.87 "
White,Male,61,Scientist,New York,Bronx,10454,"$205,155.05 "
White,Female,49,Biostatistician,New York,Jamaica,11431,"$27,767.08 "
White,Female,62,Software Developer,New York,New York City,10175,"$97,827.86 "
Black,Female,32,Plumber,New York,New York City,10004,"$260,204.48 "
White,Female,28,Editor,New York,Albany,12237,"$79,788.07 "
White,Female,46,Help Desk Operator,New York,Jamaica,11499,"$245,246.33 "
Hispanic,Male,33,Plumber,New York,New York City,10160,"$65,507.67 "
Black,Female,62,Senior Cost Accountant,New York,New York City,10024,"$43,226.97 "
White,Male,19,Assistant Professor,New York,New York City,10019,"$291,607.62 "
Asian,Male,18,Sales Associate,New York,New York City,10060,"$82,195.73 "
White,Male,58,Clinical Specialist,New York,Buffalo,14233,"$92,484.05 "
White,Male,21,Actuary,New York,Syracuse,13251,"$223,739.27 "
White,Female,42,Plumber,New York,Albany,12222,"$278,040.72 "
White,Male,33,Assistant Manager,New York,Albany,12210,"$238,927.28 "
White,Male,62,Software Developer,New York,Albany,12262,"$283,905.57 "
Black,Male,19,Nurse Practicioner,New York,Bronx,10454,"$120,076.87 "
Asian,Female,54,Project Manager,New York,New York City,10150,"$208,304.81 "
White,Female,47,Food Chemist,New York,New York City,10014,"$31,590.57 "
White,Female,34,VP Accounting,New York,New York City,10034,"$47,512.29 "
Hispanic,Male,53,Senior Financial Analyst,New York,New York City,10060,"$163,901.46 "
White,Male,49,Research Nurse,New York,New York City,10079,"$230,681.10 "
Black,Male,28,Director of Sales,New York,New York City,10115,"$247,451.00 "
White,Female,57,Actuary,New York,New York City,10029,"$99,928.91 "
Asian,Female,18,Dental Hygienist,New York,Hicksville,11854,"$158,410.59 "
White,Female,28,Senior Cost Accountant,New York,New York City,10029,"$48,243.90 "
White,Female,23,VP Accounting,New York,New York City,10131,"$276,542.16 "
Black,Male,48,Marketing Manager,New York,Staten Island,10305,"$250,457.82 "
White,Female,49,Administrative Officer,New York,Jamaica,11407,"$160,621.84 "
White,Female,66,Office Assistant,New York,Albany,12242,"$83,235.06 "
White,Male,59,Software Developer,New York,Staten Island,10305,"$117,178.69 "
White,Male,30,Project Manager,New York,Brooklyn,11220,"$117,003.81 "
Asian,Male,54,Plumber,New York,Brooklyn,11205,"$175,051.47 "
Other,Male,23,Staff Scientist,New York,Brooklyn,11220,"$48,152.71 "
Hispanic,Female,51,Legal Assistant,New York,New York City,10170,"$125,643.38 "
Asian,Male,58,Associate Professor,New York,New York City,10120,"$201,671.49 "
White,Male,58,Sales Representative,New York,Jamaica,11470,"$125,575.60 "
Hispanic,Male,30,Statistician,New York,Rochester,14646,"$54,261.53 "
White,Male,49,Senior Editor,New York,Yonkers,10705,"$140,568.76 "
Asian,Female,47,Community Outreach Specialist,New York,New York City,10014,"$194,399.94 "
Black,Male,26,Sales Representative,New York,New York City,10009,"$185,427.49 "
Hispanic,Female,19,Staff Scientist,New York,Jamaica,11431,"$256,119.84 "
White,Female,58,Marketing Assistant,New York,Brooklyn,11247,"$31,787.68 "
Hispanic,Male,22,Senior Cost Accountant,New York,New York City,10260,"$286,146.59 "
Hispanic,Male,29,Executive Assistant,New York,Albany,12247,"$224,047.14 "
Hispanic,Female,51,Executive Assistant,New York,Brooklyn,11215,"$202,366.82 "
White,Male,18,Software Developer,New York,Buffalo,14225,"$142,381.32 "
Asian,Male,40,Professor,New York,New York City,10120,"$135,963.85 "
White,Male,20,Marketing Manager,New York,Flushing,11355,"$109,036.44 "
Black,Male,71,Plumber,New York,Rochester,14646,"$138,270.78 "
White,Male,31,Assistant Professor,New York,Brooklyn,11241,"$169,201.41 "
Black,Male,24,Pharmacist,New York,Mount Vernon,10557,"$187,112.30 "
White,Male,30,Plumber,New York,Jamaica,11480,"$231,207.91 "
White,Male,62,Sales Associate,New York,New York City,10009,"$46,727.43 "
Black,Male,26,Software Developer,New York,New York City,10170,"$195,082.77 "
White,Male,51,Marketing Assistant,New York,New York City,10039,"$33,293.64 "
Black,Female,34,VP Marketing,New York,Jamaica,11447,"$165,480.43 "
Asian,Female,29,Assistant Media Planner,New York,New York City,10270,"$196,890.37 "
White,Female,61,Plumber,New York,New York City,10165,"$283,751.50 "
White,Male,67,Plumber,New York,Brooklyn,11215,"$151,037.52 "
White,Male,53,Executive Assistant,New York,Albany,12247,"$70,767.14 "
Hispanic,Female,34,Help Desk Operator,New York,Brooklyn,11225,"$68,852.76 "
White,Male,55,Plumber,New York,Great Neck,11024,"$215,158.24 "
Hispanic,Male,35,VP Sales,New York,New York City,10170,"$196,187.65 "
Black,Male,23,Media Manager,New York,Syracuse,13224,"$43,370.24 "
Hispanic,Male,46,Plumber,New York,New York City,10115,"$29,807.46 "
Black,Male,39,Plumber,New York,New York City,10249,"$33,338.63 "
White,Female,65,Senior Sales Associate,New York,Syracuse,13224,"$193,452.25 "
Hispanic,Male,70,Junior Executive,New York,Rochester,14604,"$237,201.18 "
White,Male,49,Environmental Tech,New York,Albany,12262,"$162,060.56 "
White,Male,26,Media Manager,New York,New York City,10275,"$256,243.79 "
White,Male,53,Statistician,New York,Buffalo,14220,"$151,064.50 "
Hispanic,Female,37,Data Coordiator,New York,New York City,10150,"$30,641.84 "
White,Female,47,Graphic Designer,New York,Rochester,14614,"$66,209.76 "
White,Male,30,Social Worker,New York,New York City,10014,"$282,099.89 "
White,Female,18,VP Marketing,New York,Albany,12205,"$212,354.19 "
White,Male,30,Sales Associate,New York,Jamaica,11470,"$242,285.27 "
American Indian & Alaska Native,Male,28,Marketing Manager,New York,White Plains,10633,"$221,237.43 "
Hispanic,Female,20,Assistant Media Planner,New York,New York City,10120,"$146,326.83 "
White,Female,59,Pharmacist,New York,Rochester,14609,"$236,944.73 "
Hispanic,Male,38,Community Outreach Specialist,New York,Rochester,14624,"$269,357.15 "
Hispanic,Female,50,Speech Pathologist,New York,New York City,10009,"$57,808.10 "
Black,Female,37,Environmental Specialist,New York,Buffalo,14225,"$90,742.46 "
Hispanic,Female,37,Food Chemist,New York,New York City,10203,"$167,339.85 "
White,Female,57,Sales Associate,New York,Flushing,11355,"$129,142.05 "
White,Female,18,Senior Financial Analyst,New York,Buffalo,14205,"$158,814.63 "
Asian,Male,52,Software Developer,New York,New York City,10004,"$206,752.15 "
White,Male,54,Professor,New York,New York City,10249,"$294,037.69 "
Black,Female,50,Sales Associate,New York,New York City,10039,"$230,214.93 "
Asian,Male,52,Financial Advisor,New York,Syracuse,13210,"$97,660.44 "
White,Male,54,Plumber,New York,New York City,10260,"$293,551.88 "
Hispanic,Female,66,Director of Sales,New York,Albany,12205,"$237,402.22 "
Asian,Male,41,Office Assistant,New York,Brooklyn,11205,"$244,486.08 "
White,Female,28,Director of Sales,New York,Jamaica,11499,"$255,324.64 "
Black,Male,37,Biostatistician,New York,White Plains,10633,"$164,443.60 "
Hispanic,Female,48,Occupational Therapist,New York,Brooklyn,11210,"$125,771.08 "
White,Female,58,Sales Associate,New York,Utica,13505,"$126,446.83 "
White,Male,47,Dental Hygienist,New York,Jamaica,11447,"$273,173.79 "
White,Female,57,Help Desk Operator,New York,Brooklyn,11236,"$161,936.73 "
White,Female,66,Plumber,New York,New York City,10120,"$113,603.18 "
White,Female,29,Pharmacist,New York,Rochester,14609,"$203,057.79 "
White,Female,48,Financial Advisor,New York,Jamaica,11407,"$204,019.84 "
White,Male,44,Dental Hygienist,New York,Hicksville,11854,"$191,249.13 "
White,Male,37,Teacher,New York,Jamaica,11470,"$91,290.48 "
White,Female,29,Teacher,New York,Buffalo,14276,"$55,451.32 "
Asian,Female,18,Web Designer,New York,Brooklyn,11254,"$135,442.61 "
White,Male,60,Internal Auditor,New York,Albany,12222,"$222,978.24 "
White,Female,70,Office Assistant,New York,Brooklyn,11231,"$50,737.58 "
White,Female,65,VP Product Management,New York,Jamaica,11431,"$29,450.65 "
White,Female,38,Research Associate,New York,Albany,12210,"$90,501.36 "
White,Male,70,Paralegal,New York,New York City,10260,"$136,889.63 "
White,Male,70,Automation Specialist,New York,Rochester,14624,"$192,378.86 "
Hispanic,Female,35,Plumber,New York,Rochester,14624,"$115,565.57 "
Asian,Female,18,Compensation Analyst,New York,Bronx,10474,"$180,593.15 "
White,Female,65,Software Developer,New York,Albany,12232,"$107,328.30 "
White,Male,30,Registered Nurse,New York,Jamaica,11480,"$137,919.96 "
Hispanic,Male,37,Web Designer,New York,Rochester,14683,"$272,571.75 "
White,Male,67,Buget Analyst,New York,Buffalo,14269,"$181,980.13 "
White,Female,64,Editor,New York,Buffalo,14225,"$111,748.87 "
White,Male,31,Occupational Therapist,New York,Hicksville,11854,"$258,225.01 "
White,Female,59,Software Developer,New York,New York City,10014,"$166,554.94 "
Black,Male,31,VP Product Management,New York,Brooklyn,11247,"$252,731.46 "
White,Male,57,Assistant Manager,New York,Rochester,14683,"$113,618.90 "
White,Male,23,Software Developer,New York,New York City,10170,"$294,516.62 "
Hispanic,Male,34,Safety Technician,New York,Rochester,14614,"$77,835.60 "
White,Male,37,Software Consultant,New York,New York City,10150,"$30,789.13 "
Black,Male,44,Junior Executive,New York,New York City,10060,"$119,243.67 "
Hispanic,Male,35,Geologist,New York,Rochester,14683,"$243,678.52 "
Asian,Female,34,Biostatistician,New York,Bronx,10459,"$139,788.98 "
White,Female,53,Recruiting Manager,New York,New York City,10045,"$134,713.06 "
White,Male,53,Human Resources,New York,New York City,10155,"$236,688.49 "
White,Female,47,Software Consultant,New York,Jamaica,11499,"$64,746.53 "
White,Female,25,Recruiting Manager,New York,Rochester,14624,"$92,853.95 "
American Indian & Alaska Native,Female,21,Administrative Officer,New York,New York City,10203,"$250,813.05 "
White,Female,26,Data Coordiator,New York,Brooklyn,11220,"$127,454.23 "
Hispanic,Female,39,Staff Scientist,New York,Elmira,14905,"$117,268.52 "
White,Male,26,Plumber,New York,Buffalo,14269,"$164,492.05 "
White,Male,54,Administrative Officer,New York,Buffalo,14220,"$184,055.29 "
White,Male,34,VP Accounting,New York,Rochester,14624,"$100,386.15 "
White,Female,60,Senior Developer,New York,New York City,10170,"$66,171.13 "
White,Female,22,Actuary,New York,Elmira,14905,"$296,664.25 "
Asian,Female,30,Dental Hygienist,New York,Buffalo,14205,"$196,204.66 "
White,Male,57,Office Assistant,New York,Albany,12242,"$171,812.50 "
Black,Female,49,Community Outreach Specialist,New York,Albany,12247,"$162,298.89 "
White,Male,69,Software Developer,New York,Brooklyn,11225,"$50,047.68 "
White,Male,25,Systems Administrator,New York,Albany,12247,"$281,520.13 "
White,Female,50,Project Manager,New York,Albany,12210,"$174,913.39 "
White,Female,61,Librarian,New York,Jamaica,11431,"$173,377.52 "
White,Female,21,Senior Developer,New York,Bronx,10454,"$80,642.06 "
White,Male,20,Account Coordinator,New York,Bronx,10474,"$83,304.17 "
White,Female,20,VP Product Management,New York,New York City,10155,"$254,178.17 "
White,Male,62,Operator,New York,Rochester,14609,"$227,920.13 "
White,Female,43,Plumber,New York,Rochester,14646,"$50,920.34 "
White,Male,66,Plumber,New York,Elmira,14905,"$154,476.95 "
White,Male,46,Plumber,New York,Bronx,10474,"$125,020.13 "
Hispanic,Male,34,Operator,New York,Brooklyn,11254,"$215,070.38 "
Hispanic,Female,61,Research Associate,New York,New York City,10184,"$197,106.06 "
White,Male,22,Safety Technician,New York,Rochester,14614,"$112,931.09 "
Black,Female,57,Social Worker,New York,New York City,10060,"$236,752.93 "
White,Male,36,Cost Accountant,New York,Albany,12237,"$176,430.73 "
White,Male,64,Help Desk Technician,New York,Syracuse,13210,"$194,752.04 "
White,Male,43,Accountant,New York,New York City,10045,"$260,292.84 "
Black,Male,49,Software Developer,New York,New York City,10184,"$197,476.99 "
Hispanic,Female,22,Clinical Specialist,New York,New York City,10175,"$86,830.63 "
White,Male,18,Director of Sales,New York,Albany,12242,"$108,992.31 "
